Page URL,sentence
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"手負いの女騎士：登場
シモン：彼女を助け起こし支える
52/1-08
女騎士
「アグリアス様…、て、敵がッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"神学者シモン
「ゴルターナ公の手の者か！？
アグリアス：退場
剣士ガフガリオン
「…ま、こうでなければ
金は稼げンからな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"「なんだ、ラムザ、
おまえも文句あるのか…？
剣士ラムザ
「…僕はもう騎士団の一員じゃない。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,あなたと同じ傭兵の一人だ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"剣士ガフガリオン
「…そうだったな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,「よし、行くぞッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ラムザたち：退場
王女オヴェリア
「神よ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"（引き続き）
オーボンヌ修道院
（修道院外）
降雨の中、雷鳴が轟く
アグリアスたち：敵と対峙
↓
52/1-08
騎士アグリアス
「黒獅子の紋章だと…！？
「ばかな…！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ゴルターナ公は
いったい何を考えているのだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"「ここまでして、
戦争を起こしたいのかッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ゴルターナ軍騎士
「そこの女ッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,無駄な抵抗はやめておけ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,「おとなしく王女を渡すんだ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"さもなくば、その奇麗な顔に
傷がつくことになるぞッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ラムザたち：登場
剣士ガフガリオン
「フン、真正面から攻めてくるとはな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,ゴルターナ軍も能無しばかりだぜ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"騎士アグリアス
「ならば、ここは我々だけに
任せておくのだな！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"剣士ガフガリオン
「それでは金が稼げンのだよ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,「ラッド、ラムザッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,オレについてこいッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"【勝利条件：すべての敵を倒せ！】
12/1-09
▼
ガフガリオンAT
剣士ガフガリオン
「いいか、一人残らず殺るぞッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,生きて奴らを帰すなッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"騎士アグリアス
「何を言うか！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,奴らを殺す必要はないッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"「ここで奴らを殺してしまっては
まさにゴルターナ公の思うつぼ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,追い返すだけでいいッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"剣士ガフガリオン
「そんな器用なマネができるもンかッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"▼
すべての敵を倒す
女性の悲鳴
SE
王女オヴェリア
「離しなさいッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"騎士アグリアス
「しまった！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"アグリアス：修道院内に戻る
裏口よりオヴェリアとディリータ登場
オヴェリア：後ろ手に縛られている
ゴルターナ軍騎士
「こっちへ来るんだッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,おとなしくしないかッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"王女オヴェリア
「誰が貴方の言いなりに…！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"オヴェリア：もがく
ゴルターナ軍騎士
「うるさいお姫さまだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ディリータ：オヴェリアを気絶させチョコボに騎乗
アグリアス：裏口より登場
騎士アグリアス
「ま、待てッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ゴルターナ軍騎士
「悪いな…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,恨むなら自分か神様にしてくれ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ディリータ：逃走
アグリアス：へたりこむ
騎士アグリアス
「…なんてことだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script101.html,"ラムザ：ディリータを見送って
剣士ラムザ
「……ディリータ？？
「生きていたのか、ディリータ？
…でも、どうしておまえが
ゴルターナ軍にいるんだ…？
「どうして…？
雨足が強くなる
← 戻る
進む →
[
Home
] ＞ [
Storage
] ＞ [
Script - Final Fantasy Tactics
]"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"１章　魔法都市ガリランド
（引き続き）
魔法都市ガリランド
→記録：士官候補生たち
英雄王ディリータの名が
歴史に初めて登場するのは
獅子戦争勃発の１年前…
五十年戦争の敗北は
戦地より帰還した騎士たちの職を奪い、
王家や貴族に対する忠誠心を放棄させ
盗賊に身をやつす者、
王家に対して謀反を企てる者など
大量の凶賊や逆賊を生み出した…
そのため、当時のイヴァリースは
強盗や殺人が日常茶飯事に起きるほど
治安が乱れており
幾人もの英雄や魔道師を輩出した
ここ、ガリランドの町もまた
例外ではなかった…
53/1-10
持たざる者
CHAPER 1　THE MEAGER
ガリランド王立士官アカデミー
士官候補生たち：雑談風景
士官候補生
「…昨夜もイグーロス行きの荷馬車が
やられたんだとさ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"士官候補生
「それも、骸旅団（むくろりょだん）の
仕業なのかしら…？
剣士ラムザ
「これから何が始まるんだろう？
知らないか、ディリータ？
剣士ディリータ
「いや…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,ただ、ある程度の想像はつくが…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「というと？
剣士ディリータ
「ラーグ公がこの町へおいでになる。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「ラーグ公が…？
何故？
剣士ディリータ
「ラーグ公だけじゃない。ランベリーの
領主・エルムドア侯爵もだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「それは初耳だ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,…公式訪問じゃないな。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ディリータ
「今のイヴァリースはどこもかしこも
“危険地帯”ばかりだ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「騎士団は八面六臂（はちめんろっぴ）
の大活躍だが、
実際には人手が足りない…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「で、僕たち士官候補生ってわけか。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「一同、整列ッ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"騎士登場、そのまま壇上に立つ
士官候補生たち：整列
北天騎士団騎士
「士官候補生の諸君、任務である！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「諸君らも知っているとは思うが、
昨今、このガリオンヌの地には野蛮
極まりない輩どもが急増している。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「中でも、骸旅団（むくろりょだん）は
王家に仇なす不忠の者ども。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,見過ごすことのできぬ盗賊どもだ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「我々北天騎士団は、君命により
骸旅団せん滅作戦を開始する。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,この作戦は大規模な作戦である。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「北天騎士団に限らず、イグーロス城に
駐留するラーグ閣下の近衛騎士団など
多くの騎士団が参加する作戦だ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「諸君らの任務は後方支援である。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"具体的には、手薄となるイグーロスへ
赴き、警備の任についてもらいたい。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"女騎士：奥から登場、壇上の騎士に耳打ちし、退場
北天騎士団騎士
「士官候補生の諸君、
装備を固め、剣を手にとるがいい！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「我々北天騎士団によって撃砕された
盗賊団の一味がこの町へ逃げ込もうと
しているとの連絡を受けた。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「我々はこれより
町に潜入する奴等の掃討を開始する！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,諸君らも同行したまえ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「これはせん滅作戦の前哨戦である！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,以上だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,ただちに準備にかかれッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"（セーブをはさんで引き続き）
魔法都市ガリランド
（市街地）
盗賊
「なんだ、ガキどもじゃねぇか！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,くくッ、ツイてるぜ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「いいか、野郎ども。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,このガキどもを倒せばいいんだ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,そうすりゃ逃げることができるぞ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「気にするこたぁねぇ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,一人残らず殺っちまうぞッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"3/1-42
【勝利条件：すべての敵を倒せ！】
▼
ラムザAT
剣士ディリータ
「ラムザ、気をつけろ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,むやみに前に突っ込むなよ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「侮るな、ディリータ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,僕だってベオルブ家の一員だッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"盗賊
「ベオルブ家だと！？
あの“ベオルブ”の名を継ぐ者か！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「そうか、おまえたちは
士官アカデミーの候補生たちか！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,ふんッ、貴族のくそガキどもがッ！！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"剣士ラムザ
「大人しく投降しろッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"さもなくば、
ここで朽ち果てることになるぞッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"盗賊
「おまえたち、ひよっこどもに
何ができるというんだ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「おまえたち苦労知らずのガキどもに
オレたちを倒せるものかッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"▼
すべての敵を倒す
剣士ラムザ
「盗賊などという愚かな行為を
何故、続けるんだ…？
「真面目に働いていれば、こんな風に
命を失うこともないだろうに…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"【戦闘終了】
43/1-13
（ワールドマップ・魔法都市ガリランドから移動しようとすると発生）
魔法都市ガリランド
（回想）　　→記録：父・バルバネスの死
騎士として最高位の称号
“天騎士”を戴く偉大なる勇者
バルバネス・ベオルブは
その日、
最期の時を迎えようとしていた…
73/1-14
五十年戦争末期、ベオルブ家にて
ダイスダーグ、ザルバッグ、アルマ：バルバネスの寝台の周りを囲んでいる
天騎士バルバネス
「戦況は……どうか……？
聖騎士ザルバッグ
「我が北天騎士団の奮迅の働きにより
ランベリーを奪還いたしました。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「鴎国軍がゼルテニアから撤退するのも
時間の問題でしょう。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,すべては順調です。ご心配なく。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ダイスダーグ卿
「ラナード王子の側近・レナリオ伯に
送った密使が戻って参りました。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「父上のご提案に
レナリオ伯も同意するそうです。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「そうか…、ならばよい……
これで……長き戦いも……終わる…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"アルマ
「お父さま……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"アルマ：うつむく
天騎士バルバネス
「よいよい……泣くな…娘よ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"アルマ：手で顔を覆う
聖騎士ザルバッグ
「ラムザはどこだ…？
こんなときに…！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「ダイスダーグ、ザルバッグ…
わしの自慢の息子たちよ…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「ラムザを頼む…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"おまえたちとは……腹が違うが……
わしの血を分けた息子だ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"足音とともに扉が開き、ラムザ登場
ラムザ：バルバネスの枕元に立つ
ラムザ
「父上ッ！！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ダイスダーグ卿
「…騒々しいぞ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「よく来てくれたな……
よく…顔を見せてくれ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ラムザ
「父上……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「久しぶりだな……
いい面構えになったぞ……
「学校はどうだ……？
春からは……アカデミーだな……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ラムザ：バルバネスの手を握る
ラムザ
「…………。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「よいか、ラムザ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「我がベオルブ家は……代々王家に……
仕える武門の棟梁…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,騎士の魂は我らと共にある…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「ベオルブの名に恥じぬ騎士になれ…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,不正を許すな…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,人として正しき道を歩め…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「おまえはおまえの信じる道を……
歩むのだ…。それが……
ベオルブの名が示す真の騎士道だ…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ラムザ
「はい、父上…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"天騎士バルバネス
「ディリータはいい子だ。身分は違うが
おまえの片腕として役に立とう…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"「士官アカデミーへの…編入の手続きを
とっておいた…。ふふふ…、
学長は目を丸くしていたがな……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,「おまえに生涯仕える味方となろう…。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,仲良くな……。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"ラムザ
「は、はい……、父上………。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"バルバネス：ラムザを引き寄せ
天騎士バルバネス
「アルマを頼んだぞ………。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"バルバネス：腕を落とす
天騎士バルバネス
「兄たちに負けぬ騎士になれよ…
ラムザ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script102.html,"← 戻る
進む →
[
Home
] ＞ [
Storage
] ＞ [
Script - Final Fantasy Tactics
]"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"１章　マンダリア平原
（ワールドマップから）
マンダリア平原
うずくまるアルガスを取り囲む盗賊たち
6/2-05
盗賊
「こいつ、まだ息があるようだぜ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"どうする？
盗賊
「わかりきった質問をするな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,侯爵さえ手に入ればいいんだ。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"盗賊
「そうだったな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"「小僧、恨むなら
てめぇの運命を恨むんだぜ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"ラムザたちの足音
盗賊
「…ん？
しまった、北天騎士団のやつらだッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"剣士ディリータ
「骸旅団の連中か？
誰か襲われているようだな…？
剣士ラムザ
１．骸旅団せん滅が僕らの任務だ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,２．彼を助けるのが先決だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"▼
１を選択
剣士ラムザ
「骸旅団せん滅が僕らの任務だ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,目の前の敵だけを考えろ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"剣士ディリータ
「本気か、ラムザ？
彼を見殺しにするつもりなのか！？
剣士ラムザ
「きみは見殺しにするような戦い方を
するつもりなのかい？
剣士ディリータ
「……助けてみせるさ。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"（自軍ユニットのBraveが10上昇）
【勝利条件：すべての敵を倒せ！】
▼
２を選択
剣士ラムザ
「北天騎士団の名誉を傷つけては
ならない！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,彼を助けるのが先決だ！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"【勝利条件：剣士アルガスを救助せよ】
▼
アルガスAT
剣士アルガス
「…援軍か？
た、助かった。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"▼
アルガスHP=0
▼
１を選択
剣士アルガス
「こ、侯爵様を……助けなければ……。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"▼
アルガスHP=0
▼
２を選択
剣士アルガス
「…く、クソッ！"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,こんなトコでくたばるなんて……。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"ゲームオーバー
50/1-33
▼
すべての敵を倒す
▼
アルガスHP=0
▼
１を選択
剣士ラムザ
「…まだ、息がありそうだな。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,よし、彼を助けよう！
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"SE
▼
すべての敵を倒す
▼
アルガスHP=1以上
剣士ラムザ
「大丈夫か？
SE
剣士アルガス
「なんとかな…。"
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,しかし、侯爵様が……。
https://hakuteikoubou.skr.jp/storage/script_FFT/chap1/FFT_script103.html,"剣士ラムザ
「侯爵？　ランベリーの領主、
エルムドア侯のことか？
剣士アルガス
「ああ、そうだ。"
